series_ticker,event_ticker,market_ticker,title,yes_bid,yes_ask,mid,last_price,volume,open_interest,status
,KXWCPRICE-26JULWCSEMI1,KXWCPRICE-26JULWCSEMI1-4500,"Will Get-in price of the Semi-Final - World Cup Match 101 (AT&T Stadium) on TicketData be above $4500 on 3:00PM ET July 13th, 2026?",0.27,0.46,0.365,0.42,878.41,485.45,active
,KXWCPRICE-26JULWCSEMI1,KXWCPRICE-26JULWCSEMI1-4250,"Will Get-in price of the Semi-Final - World Cup Match 101 (AT&T Stadium) on TicketData be above $4250 on 3:00PM ET July 13th, 2026?",0.45,0.48,0.465,0.48,1505.69,907.67,active
,KXWCPRICE-26JULWCSEMI1,KXWCPRICE-26JULWCSEMI1-4000,"Will Get-in price of the Semi-Final - World Cup Match 101 (AT&T Stadium) on TicketData be above $4000 on 3:00PM ET July 13th, 2026?",0.58,0.59,0.585,0.58,1241.22,448.65,active
,KXWCPRICE-26JULWCSEMI1,KXWCPRICE-26JULWCSEMI1-3750,"Will Get-in price of the Semi-Final - World Cup Match 101 (AT&T Stadium) on TicketData be above $3750 on 3:00PM ET July 13th, 2026?",0.6,0.61,0.605,0.68,826.91,281.88,active
,KXWCPRICE-26JULWCSEMI1,KXWCPRICE-26JULWCSEMI1-3500,"Will Get-in price of the Semi-Final - World Cup Match 101 (AT&T Stadium) on TicketData be above $3500 on 3:00PM ET July 13th, 2026?",0.63,0.64,0.635,0.63,1156.40,231.94,active
,KXWCPRICE-26JULWCSEMI1,KXWCPRICE-26JULWCSEMI1-3250,"Will Get-in price of the Semi-Final - World Cup Match 101 (AT&T Stadium) on TicketData be above $3250 on 3:00PM ET July 13th, 2026?",0.62,0.63,0.625,0.63,1487.80,580.01,active
,KXWCPRICE-26JULWCSEMI1,KXWCPRICE-26JULWCSEMI1-3000,"Will Get-in price of the Semi-Final - World Cup Match 101 (AT&T Stadium) on TicketData be above $3000 on 3:00PM ET July 13th, 2026?",0.71,0.72,0.715,0.72,1559.69,430.32,active
,KXWCPRICE-26JULWCSEMI1,KXWCPRICE-26JULWCSEMI1-2750,"Will Get-in price of the Semi-Final - World Cup Match 101 (AT&T Stadium) on TicketData be above $2750 on 3:00PM ET July 13th, 2026?",0.73,0.74,0.735,0.74,755.67,219.37,active
,KXWCPRICE-26JULWCSEMI1,KXWCPRICE-26JULWCSEMI1-2500,"Will Get-in price of the Semi-Final - World Cup Match 101 (AT&T Stadium) on TicketData be above $2500 on 3:00PM ET July 13th, 2026?",0.84,0.85,0.845,0.9,1054.61,456.57,active
,KXWCPRICE-26JULWCSEMI1,KXWCPRICE-26JULWCSEMI1-2250,"Will Get-in price of the Semi-Final - World Cup Match 101 (AT&T Stadium) on TicketData be above $2250 on 3:00PM ET July 13th, 2026?",0.93,0.94,0.935,0.94,300.16,114.14,active
,KXWCPRICE-26JULWCSEMI1,KXWCPRICE-26JULWCSEMI1-2000,"Will Get-in price of the Semi-Final - World Cup Match 101 (AT&T Stadium) on TicketData be above $2000 on 3:00PM ET July 13th, 2026?",0.96,0.97,0.965,0.96,723.87,362.87,active
,KXWCPRICE-26JULWCSEMI1,KXWCPRICE-26JULWCSEMI1-1750,"Will Get-in price of the Semi-Final - World Cup Match 101 (AT&T Stadium) on TicketData be above $1750 on 3:00PM ET July 13th, 2026?",0.98,0.99,0.985,0.98,601.57,179.95,active
